9.614-9.773: hello
5688.389-5688.468: come
5688.468-5688.787: to
5688.787-5688.946: regret
5689.185-5689.265: like
5689.504-5689.664: i
5689.664-5689.823: believe
5689.823-5690.062: in
5690.062-5690.222: in
5690.222-5690.722: maximizing
5690.859-5691.098: people's
5691.098-5691.576: happiness
5692.867-5693.266: but
5693.266-5693.766: but
5694.063-5694.382: allowing
5694.382-5694.701: a
5694.701-5694.940: a
5694.940-5695.259: child
5695.259-5695.657: to
5695.657-5695.817: do
5695.817-5696.317: something
5696.694-5696.854: you
5696.854-5697.013: know
5697.970-5698.470: crazy
5698.528-5699.028: during
5699.565-5699.804: that
5699.804-5700.042: their
5700.042-5700.362: teenage
5700.362-5700.681: years
5701.318-5701.797: that
5701.797-5702.116: perm
5702.116-5702.435: that
5702.435-5702.515: affects
5702.515-5702.674: them
5702.674-5702.753: for
5702.753-5702.913: the
5702.913-5702.993: rest
5702.993-5703.073: of
5703.073-5703.311: their
5703.311-5703.811: lives
5703.870-5704.189: is
5704.189-5704.587: not
5704.587-5704.906: doing
5704.906-5705.145: good
5705.145-5705.305: for
5705.305-5705.704: that
5705.704-5706.182: child
5706.182-5706.421: at
5706.421-5706.581: all
5707.475-5707.634: you
5707.634-5707.794: know
5708.194-5708.694: so
5710.672-5710.833: leave
5710.833-5710.992: the
5710.992-5711.312: kids
5711.312-5711.552: alone
5713.950-5714.450: so
5716.429-5716.509: hi
5716.668-5716.829: mister
5716.988-5717.229: musk
5717.948-5718.268: i'll
5718.268-5718.428: keep
5718.428-5718.748: it
5718.748-5718.987: as
5718.987-5719.067: short
5719.067-5719.227: as
5719.227-5719.627: possible
5720.267-5720.426: right
5720.426-5720.506: now
5720.666-5720.906: i'm
5720.906-5721.226: also
5721.226-5721.466: a
5721.466-5721.865: student
5721.865-5721.945: at
5722.025-5722.525: penn
5723.399-5723.480: and
5723.639-5723.719: i
5723.719-5723.879: was
5723.879-5724.358: wondering
5724.358-5724.678: what
5724.678-5724.918: you
5724.918-5725.418: think
5725.958-5726.197: education
5726.197-5726.517: and
5726.517-5726.677: college
5726.677-5726.997: in
5726.997-5727.476: particular
5727.476-5727.636: is
5727.636-5727.876: the
5727.876-5728.376: best
5728.435-5728.935: and
5728.995-5729.315: probably
5729.315-5729.554: more
5729.554-5729.954: importantly
5729.954-5730.194: the
5730.194-5730.594: worst
5730.594-5731.073: at
5731.073-5731.573: preparing
5731.633-5732.032: people
5732.032-5732.192: for
5732.192-5732.352: the
5732.352-5732.512: real
5732.512-5732.752: world
5733.072-5733.231: thank
5733.231-5733.391: you
5735.964-5736.044: well
5736.204-5736.364: i
5736.444-5736.524: i
5736.524-5736.604: mean
5736.764-5736.844: i
5736.844-5737.083: do
5737.083-5737.323: think
5737.323-5737.563: it's
5737.563-5737.803: important
5737.803-5738.043: to
5738.043-5738.442: study
5740.202-5740.361: i
5740.441-5740.521: i
5740.521-5740.601: think
5740.601-5740.761: it's
5740.761-5740.921: good
5740.921-5741.001: to
5741.001-5741.241: study
5741.241-5741.401: a
5741.401-5741.560: wide
5741.560-5741.641: range
5741.641-5741.800: of
5741.800-5741.960: things
5743.959-5744.119: but
5744.199-5744.279: i
5744.279-5744.439: think
5744.439-5744.838: you
5745.078-5745.238: it
5745.238-5745.398: it
5745.398-5745.558: is
5745.558-5745.718: important
5745.718-5745.878: to
5745.878-5746.357: study
5747.237-5747.317: i
5747.317-5747.637: think
5747.637-5747.796: engineering
5747.796-5748.037: and
5748.037-5748.276: physics
5748.436-5748.676: so
5748.676-5748.996: you
5748.996-5749.156: understand
5749.156-5749.395: how
5749.395-5749.875: reality
5749.875-5750.035: works
5751.806-5751.886: i
5751.886-5752.045: think
5752.045-5752.125: it's
5752.125-5752.364: also
5752.364-5752.524: important
5752.524-5752.763: to
5752.763-5753.002: study
5753.002-5753.401: history
5755.474-5755.873: and
5757.867-5758.026: you
5758.026-5758.185: know
5759.143-5759.302: literature
5759.461-5759.542: i
5759.542-5759.701: mean
5759.860-5759.940: i
5760.020-5760.520: i
5760.578-5760.737: so
5760.737-5760.897: it's
5760.897-5761.057: not
5761.057-5761.557: purely
5761.615-5762.013: a
5762.013-5762.173: matter
5762.173-5762.412: of
5762.412-5762.912: studying
5763.130-5763.289: you
5763.289-5763.369: know
5764.007-5764.246: entering
5764.246-5764.485: and
5764.485-5764.645: and
5764.645-5764.805: math
5764.805-5765.043: and
5765.043-5765.442: and
5765.442-5765.522: physics
5765.682-5765.841: but
5765.921-5766.001: i
5766.001-5766.135: think
5766.495-5766.735: if
5766.735-5766.815: if
5766.815-5766.975: you
5766.975-5767.135: don't
5767.615-5767.775: i
5767.855-5767.935: i
5768.175-5768.495: if
5768.495-5768.815: somebody
5768.815-5768.975: is
5768.975-5769.475: not
5769.855-5770.175: study
5770.175-5770.495: physics
5770.495-5770.735: at
5770.735-5770.975: all
5771.295-5771.455: you
5771.535-5771.695: you
5771.935-5772.435: then
5772.655-5772.895: it's
5772.895-5773.135: it's
5773.135-5773.295: hard
5773.295-5773.455: to
5773.455-5773.615: tell
5773.615-5773.695: the
5773.695-5774.175: difference
5774.175-5774.655: between
5774.655-5774.735: what
5774.735-5774.975: is
5774.975-5775.135: a
5775.135-5775.295: real
5775.295-5775.775: technology
5775.775-5775.935: and
5775.935-5776.015: what
5776.015-5776.095: is
5776.415-5776.655: witchcraft
5777.615-5778.115: so
5778.749-5778.830: you
5778.830-5778.910: know
5779.069-5779.569: physics
5779.628-5779.789: allows
5779.789-5779.948: you
5779.948-5780.188: to
5780.188-5780.268: sort
5780.268-5780.667: of
5780.667-5781.066: distinguish
5781.066-5781.546: between
5781.546-5782.046: witchcraft
5782.265-5782.584: and
5782.584-5782.904: reality
5784.582-5784.822: and
5784.901-5785.061: you
5785.061-5785.141: know
5785.301-5785.541: you'd
5785.541-5785.621: sort
5785.621-5785.780: of
5785.780-5786.100: learn
5786.100-5786.180: well
5786.659-5786.819: why
5786.819-5786.899: doesn't
5786.899-5787.298: an
5787.298-5787.618: airplane
5787.618-5787.857: fly
5788.257-5788.497: why
5788.497-5788.656: does
5788.656-5789.056: a
5789.056-5789.456: microwave
5789.456-5789.615: wave
5789.615-5789.775: of
5789.775-5790.015: heat
5790.015-5790.254: food
5791.293-5791.453: you
5791.453-5791.533: know
5791.612-5791.932: how
5791.932-5792.012: how
5792.012-5792.332: do
5792.332-5792.491: why
5792.491-5792.651: do
5792.651-5792.971: these
5792.971-5793.290: devices
5793.290-5793.450: work
5794.583-5794.742: how
5794.742-5794.902: is
5794.902-5795.061: your
5795.061-5795.380: phone
5795.380-5795.700: able
5795.700-5796.200: to
5796.817-5797.317: receive
5798.572-5799.072: information
5799.371-5799.610: through
5799.610-5799.770: the
5799.770-5800.270: air
5800.488-5800.887: invisible
5802.882-5803.382: and
5803.680-5803.759: you
5803.759-5803.919: know
5804.159-5804.318: if
5804.318-5804.398: you
5804.398-5804.558: study
5804.637-5805.137: physics
5805.196-5805.276: engineering
5805.435-5805.595: you
5805.595-5805.675: get
5805.675-5805.994: to
5805.994-5806.153: understand
5806.153-5806.313: these
5806.313-5806.552: things
5806.792-5806.952: but
5807.031-5807.191: i
5807.191-5807.270: think
5807.270-5807.430: it's
5807.430-5807.669: also
5807.669-5807.829: important
5807.829-5808.069: to
5808.069-5808.228: study
5808.388-5808.468: you
5808.468-5808.547: know
5808.787-5809.106: history
5809.106-5809.560: and
5809.999-5810.399: philosophy
5810.399-5810.798: and
5810.798-5810.958: literature
5811.358-5811.518: i
5811.677-5811.757: i
5811.757-5811.837: saw
5811.917-5812.077: i'd
5812.237-5812.316: i'd
5812.316-5812.396: go
5812.396-5812.477: with
5812.477-5812.636: a
5812.636-5812.796: wide
5812.796-5812.956: range
5812.956-5813.116: of
5813.116-5813.435: subjects
5813.915-5814.154: but
5814.154-5814.394: but
5814.394-5814.554: but
5814.554-5814.793: make
5814.793-5815.193: sure
5815.193-5815.592: that
5815.592-5816.092: that
5816.392-5816.711: physics
5816.711-5816.951: is
5816.951-5817.110: in
5817.110-5817.270: there
5817.270-5817.590: somewhere
5820.786-5821.026: yeah
5821.425-5821.665: well
5821.825-5821.904: like
5822.144-5822.224: i
5822.224-5822.304: think
5822.304-5822.464: if
5822.464-5822.863: somebody
5822.863-5823.023: like
5823.023-5823.103: the
5823.183-5823.343: ceo
5823.343-5823.423: of
5823.423-5823.742: an
5823.742-5823.982: airplane
5823.982-5824.222: company
5824.222-5824.302: that
5824.302-5824.381: you
5824.381-5824.541: know
5824.541-5824.621: how
5824.621-5824.861: our
5824.861-5825.101: airplanes
5825.101-5825.260: fly
5826.391-5826.551: yeah
5826.790-5826.949: call
5826.949-5827.108: me
5827.108-5827.347: crazy
5827.586-5827.666: i
5827.666-5827.746: mean
5827.905-5828.383: i
5830.852-5830.933: hi
5831.251-5831.411: elon
5832.287-5832.446: i'm
5832.446-5832.605: in
5832.605-5832.844: college
5832.844-5833.004: right
5833.004-5833.243: now
5833.243-5833.721: studying
5833.721-5833.960: computer
5833.960-5834.040: on
5834.199-5834.358: so
5834.438-5834.518: i've
5834.518-5834.756: taken
5834.756-5834.996: a
5834.996-5835.234: big
5835.234-5835.394: interest
5835.394-5835.474: in
5835.553-5835.792: ai
5835.952-5836.350: and
5836.350-5836.589: specifically
5836.668-5836.828: you're
5836.828-5837.146: working
5837.146-5837.226: it
5837.720-5837.879: you've
5837.879-5838.040: talked
5838.040-5838.199: a
5838.199-5838.439: lot
5838.439-5838.679: about
5838.758-5839.158: ag
5839.158-5839.238: and
5839.238-5839.477: how
5839.558-5839.717: omni
5839.717-5840.117: nip
5840.197-5840.516: ai
5840.516-5840.676: could
5840.676-5840.836: make
5840.836-5841.155: the
5841.155-5841.315: decision
5841.315-5841.475: to
5841.475-5841.555: kill
5841.555-5841.714: all
5841.714-5842.034: humans
5842.034-5842.274: to
5842.274-5842.434: avoid
5842.434-5842.593: mis
5842.593-5842.993: generating
5842.993-5843.073: them
5843.232-5843.393: yes
5843.712-5843.872: as
5843.872-5844.032: you
5844.032-5844.191: know
5844.191-5844.271: the
5844.271-5844.511: way
5844.591-5844.911: l
5844.911-5845.150: m's
5845.150-5845.230: work
5845.470-5845.629: large
5845.629-5846.029: language
5846.029-5846.428: models
5846.428-5846.748: is
5846.748-5846.908: they
5846.908-5847.148: just
5847.148-5847.307: predict
5847.307-5847.467: the
5847.467-5847.627: next
5847.627-5847.867: word
5847.867-5848.026: that
5848.026-5848.186: comes
5848.186-5848.266: in
5848.266-5848.426: a
5848.426-5848.825: sequence
5849.225-5849.464: so
5849.464-5849.624: how
5849.624-5849.704: do
5849.704-5849.864: you
5849.864-5849.944: see
5849.944-5850.104: it
5850.104-5850.423: going
5850.423-5850.923: from
5850.982-5851.302: something
5851.302-5851.542: like
5851.542-5851.782: that
5851.782-5852.021: to
5852.021-5852.341: something
5852.341-5852.501: that
5852.501-5852.955: can
5853.155-5853.315: think
5853.315-5853.555: and
5853.555-5853.955: make
5853.955-5854.115: decisions
5854.115-5854.275: with
5854.275-5854.435: the
5854.435-5854.595: power
5854.595-5854.675: to
5854.675-5854.915: do
5854.915-5854.995: that
5857.475-5857.555: well
5857.795-5857.875: i
5857.875-5858.115: think
5858.115-5858.355: that's
5858.355-5858.855: that's
5858.915-5859.155: that's
5859.155-5859.655: happening
5861.075-5861.315: pretty
5861.315-5861.715: quickly
5862.195-5862.695: so
5872.514-5872.594: yeah
5872.833-5872.913: i
5872.913-5872.993: mean
5874.190-5874.270: i
5874.270-5874.430: think
5874.430-5874.930: once
5875.228-5875.388: when
5875.388-5875.707: you
5875.707-5875.867: dis
5875.867-5876.106: still
5876.106-5876.346: any
5876.346-5876.665: given
5876.665-5876.904: feel
5876.904-5877.224: down
5877.224-5877.304: into
5877.304-5877.543: its
5877.543-5877.783: first
5877.783-5878.262: principles
5879.154-5879.234: like
5879.474-5879.633: essentially
5879.952-5880.112: i
5880.192-5880.271: i
5880.271-5880.431: think
5880.431-5880.511: in
5880.511-5880.751: when
5880.751-5880.910: think
5880.910-5881.149: of
5881.149-5881.468: intelligence
5881.468-5881.628: like
5881.628-5881.947: a
5881.947-5882.267: compression
5882.267-5882.506: problem
5883.224-5883.623: where
5883.623-5884.102: if
5884.262-5884.341: like
5885.458-5885.698: for
5885.698-5885.778: for
5885.778-5886.017: any
5886.017-5886.336: given
5886.336-5886.576: field
5886.735-5886.895: it
5886.895-5886.975: can
5886.975-5887.134: be
5887.134-5887.613: physics
5887.613-5887.852: or
5887.852-5888.012: or
5888.012-5888.332: any
5888.332-5888.491: field
5888.970-5889.470: you
5889.528-5889.608: can
5889.608-5889.848: dis
5889.848-5890.007: dissolve
5890.007-5890.326: things
5890.326-5890.645: down
5890.645-5891.145: to
5891.284-5891.523: their
5891.523-5892.023: most
5893.040-5893.540: basic
5893.598-5894.098: axiom
5894.157-5894.657: elements
5895.850-5896.009: the
5896.009-5896.169: things
5896.169-5896.409: that
5896.409-5896.909: are
5897.049-5897.369: extremely
5897.369-5897.608: likely
5897.608-5897.689: to
5897.689-5897.848: be
5897.848-5898.008: true
5898.168-5898.328: and
5898.328-5898.488: then
5898.488-5898.568: you
5898.568-5898.727: can
5898.727-5899.047: reason
5899.047-5899.127: up
5899.127-5899.367: from
5899.367-5899.867: there
5900.406-5900.646: to
5900.646-5901.126: reach
5901.126-5901.366: a
5901.366-5901.846: cog
5901.846-5902.166: conclusion
5904.084-5904.244: i
5904.244-5904.404: think
5904.404-5904.564: if
5904.564-5904.883: you
5904.883-5905.123: apply
5905.123-5905.523: that
5905.523-5905.763: that
5905.763-5905.843: sort
5905.843-5906.083: of
5907.282-5907.682: first
5907.682-5908.182: principles
5908.321-5908.721: compression
5908.721-5908.881: to
5908.881-5909.121: a
5909.121-5909.440: field
5910.334-5910.654: and
5910.654-5910.814: and
5910.814-5910.973: then
5910.973-5911.473: you
5911.532-5911.691: decompress
5911.691-5911.931: it
5911.931-5912.330: and
5912.330-5912.490: contest
5912.490-5912.729: the
5912.729-5913.048: results
5913.048-5913.368: against
5913.368-5913.687: reality
5913.927-5914.326: then
5914.326-5914.725: then
5914.884-5915.124: ai
5915.124-5915.284: is
5915.284-5915.443: capable
5915.443-5915.943: of
5916.002-5916.481: innovation
5916.481-5916.880: and
5916.880-5917.120: discovering
5917.120-5917.359: new
5917.359-5917.679: physics
5919.594-5919.754: but
5919.754-5919.914: this
5919.914-5920.153: is
5920.153-5920.233: this
5920.233-5920.473: is
5920.473-5920.973: a
5921.191-5921.510: esoteric
5921.510-5921.830: subject
5925.037-5925.356: that's
5925.356-5925.675: that's
5925.675-5925.915: howard
5925.915-5926.074: how
5926.074-5926.394: humans
5926.394-5926.553: have
5926.553-5926.633: done
5926.633-5926.952: it
5926.952-5927.271: essentially
5928.228-5928.388: is
5928.467-5928.627: you
5928.627-5928.707: know
5928.946-5929.185: physics
5929.185-5929.504: physics
5929.504-5929.664: has
5929.664-5930.143: been
5930.143-5930.643: about
5931.020-5931.339: figuring
5931.339-5931.499: out
5931.499-5931.658: the
5931.658-5932.057: formulas
5932.057-5932.296: that
5932.296-5932.616: define
5932.616-5933.015: reality
5933.892-5934.052: but
5934.052-5934.131: you
5934.131-5934.211: can
5934.211-5934.450: also
5934.450-5934.610: think
5934.610-5934.690: of
5934.690-5934.770: it
5934.770-5935.009: as
5935.009-5935.487: the
5935.487-5935.807: the
5935.807-5936.307: compression
5936.445-5936.684: decompress
5937.322-5937.641: the
5937.641-5938.095: decompression
5938.375-5938.775: or
5938.775-5939.095: decompression
5939.095-5939.495: formulas
5939.495-5939.895: for
5939.895-5940.295: reality
5940.695-5940.855: if
5940.855-5941.095: you
5941.095-5941.175: if
5941.175-5941.495: you
5941.495-5941.575: if
5941.575-5941.735: you
5941.735-5941.815: have
5941.815-5941.975: a
5941.975-5942.215: starting
5942.215-5942.455: point
5942.455-5942.615: and
5942.615-5942.695: you
5942.695-5942.855: run
5942.855-5943.015: the
5943.015-5943.255: physics
5943.255-5943.655: formulas
5944.375-5944.535: you
5944.535-5945.015: will
5945.015-5945.255: eventually
5945.255-5945.415: get
5945.415-5945.655: a
5945.655-5945.975: reality
5945.975-5946.215: like
5946.215-5946.295: us
5950.855-5951.335: yeah
5951.335-5951.655: economics
5951.655-5951.815: is
5951.815-5951.975: a
5951.975-5952.135: simple
5952.135-5952.455: subject
5954.546-5954.626: hi
5954.786-5955.025: you
5955.265-5955.344: my
5955.344-5955.424: name
5955.424-5955.504: is
5955.584-5955.744: le
5955.823-5956.143: pro
5956.382-5956.622: and
5956.781-5956.861: i
5956.861-5957.020: am
5957.020-5957.340: the
5957.340-5957.739: designer
5957.739-5957.979: of
5958.138-5958.537: asteroid
5958.697-5958.936: this
5959.096-5959.335: zero
5959.335-5959.735: g
5959.735-5959.974: indicator
5959.974-5960.054: for
5960.054-5960.213: the
5960.213-5960.533: polaris
5960.533-5960.773: soccer
5960.773-5960.932: group
5961.491-5961.730: my
5961.730-5962.209: question
5962.209-5962.688: is
5962.688-5962.928: when
5962.928-5963.087: are
5963.087-5963.167: we
5963.167-5963.486: gonna
5963.486-5963.986: send
5964.045-5964.364: kids
5964.364-5964.684: under
5964.684-5964.843: the
5964.843-5964.923: age
5964.923-5965.402: of
5965.402-5965.801: eighteen
5965.801-5966.041: space
5966.614-5966.774: we
5966.774-5966.933: need
5966.933-5967.092: to
5967.092-5967.592: have
5967.890-5968.390: other
5968.686-5969.005: generations
5969.005-5969.165: to
5969.165-5969.484: space
5969.484-5969.643: to
5969.643-5969.802: start
5969.802-5969.962: a
5969.962-5970.360: colony
5970.838-5970.998: we
5970.998-5971.157: do
5971.636-5971.875: absolutely
5972.193-5972.273: well
5972.592-5972.672: i
5972.672-5972.831: think
5972.831-5972.911: it
5972.911-5972.991: should
5972.991-5973.150: be
5973.788-5973.867: you
5974.027-5974.266: if
5974.266-5974.744: if
5974.903-5975.222: starship
5975.222-5975.382: is
5975.382-5975.882: ultimately
5976.020-5976.179: successful
5976.338-5976.418: which
5976.498-5976.657: i
5976.816-5976.896: i
